Date,Full_95_Coast,Basic_Fuel_Price,Exchange_Rate,Crude_Oil,BFP,Fuel_Tax,Customs_Excise,Equalization_Fund_Levy,RAF,Transport_Cost,Petroleum_Products_Levy,Wholesale_Margin,Secondary_Storage,Secondary_Distribution,Retail_Margin,Slate_Levy,Delivery_Cost,DSML,Source,Update
01/06/2014,1361.00,826.9500,10.4042,109.6900,826.95,224.5,4,0,104,28.9,0.15,31,,,139.1,0,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/07/2014,1392.00,857.9500,10.6743,111.6200,857.95,224.5,4,0,104,28.9,0.15,31,,,139.1,0,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/08/2014,1392.00,853.5700,10.6609,106.6400,853.57,224.5,4,0,104,28.9,0.15,31,,,139.1,4.38,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/09/2014,1325.00,786.7500,10.6781,101.5700,786.75,224.5,4,0,104,28.9,0.15,31,,,143.3,0,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/10/2014,1320.00,781.7500,10.6781,97.7300,781.75,224.5,4,0,104,28.9,0.15,31,,,143.3,0,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/11/2014,1275.00,736.7500,11.1004,87.5400,736.75,224.5,4,0,104,28.9,0.15,31,,,143.3,0,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/12/2014,1206.00,656.2500,11.0969,79.7500,656.25,224.5,4,0,104,28.9,0.15,33.5,,,151.1,0,33.1,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/01/2015,1083.00,533.2500,11.4749,54.9800,533.25,224.5,4,0,104,33.1,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/02/2015,990.00,440.2500,11.5777,48.2000,440.25,224.5,4,0,104,33.1,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/03/2015,1086.00,536.2500,11.5890,57.9300,536.25,224.5,4,0,104,33.1,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/04/2015,1246.00,615.6500,12.0423,56.1100,615.65,255,4,0,154,35.3,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/05/2015,1246.00,615.6500,12.0459,59.0100,615.65,255,4,0,154,35.3,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/06/2015,1293.00,662.6500,11.9454,64.3600,662.65,255,4,0,154,35.3,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/07/2015,1334.00,703.6500,12.3196,61.9400,703.65,255,4,0,154,35.3,0.15,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/08/2015,1283.00,652.4700,12.4128,56.7200,652.47,255,4,0,154,35.3,0.33,33.5,17.4,12.6,151.1,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/09/2015,1214.00,578.8700,12.8609,46.5600,578.87,255,4,0,154,35.3,0.33,33.5,17.4,12.6,155.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/10/2015,1218.00,582.8700,13.7884,47.7900,582.87,255,4,0,154,35.3,0.33,33.5,17.4,12.6,155.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/11/2015,1196.00,560.8700,13.4734,48.5800,560.87,255,4,0,154,35.3,0.33,33.5,17.4,12.6,155.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/12/2015,1197.00,553.9700,14.0938,44.3300,553.97,255,4,0,154,35.3,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/01/2016,1194.00,550.9700,14.8819,38.2200,550.97,255.0000,4.0000,0.0000,154,35.3,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/02/2016,1200.00,556.9700,16.3276,30.8300,556.97,255.0000,4.0000,0.0000,154,35.3,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/03/2016,1131.00,487.9700,15.7832,32.1100,487.97,255.0000,4.0000,0.0000,154,35.3,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/04/2016,1214.00,540.9700,15.4655,38.4900,540.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/05/2016,1226.00,552.9700,14.6477,41.2800,552.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/06/2016,1278.00,604.9700,15.2048,46.5600,604.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/07/2016,1286.00,612.9700,15.1553,48.3400,612.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/08/2016,1187.00,513.9700,14.4407,45.2800,513.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/09/2016,1169.00,495.9700,13.8016,45.9400,495.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/10/2016,1212.00,538.9700,14.0057,46.6000,538.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/11/2016,1305.00,583.9700,13.9646,49.8600,583.97,285.0000,4.0000,0.0000,154,41,0.33,33.2,18.5,13.7,161.7,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/12/2016,1237.00,543.8700,13.9125,52.4800,543.87,285.0000,4.0000,0.0000,154,41,0.33,35.6,17.9,17.3,176.4,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/01/2017,1285.00,591.8700,13.8687,53.4500,591.87,285,4,0,154,41,0.33,35.6,17.9,17.3,176.4,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/02/2017,1314.00,620.8700,13.5813,54.6100,620.87,285,4,0,154,41,0.33,35.6,17.9,17.3,176.4,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/03/2017,1306.00,612.8700,13.2899,51.9100,612.87,285,4,0,154,41,0.33,35.6,17.9,17.3,176.4,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/04/2017,1281.00,548.6700,12.9148,51.5200,548.67,315,4,0,163,41.5,0.33,35.6,17.9,17.3,176.4,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
01/05/2017,1330.00,597.6700,13.5105,53.2100,597.67,315,4,0,163,41.5,0.33,35.6,17.9,17.3,176.4,0,0,10,http://www.energy.gov.za/files/petroleum_frame.html,no
